frame,image_path,speed
80,data/training_images/80.jpg,26.870268
81,data/training_images/81.jpg,26.836196
82,data/training_images/82.jpg,26.836415
83,data/training_images/83.jpg,26.843831
84,data/training_images/84.jpg,26.775542
85,data/training_images/85.jpg,26.732431
86,data/training_images/86.jpg,26.730095
87,data/training_images/87.jpg,26.73078
88,data/training_images/88.jpg,26.708966
89,data/training_images/89.jpg,26.692341
90,data/training_images/90.jpg,26.690703
91,data/training_images/91.jpg,26.646072
92,data/training_images/92.jpg,26.644104
93,data/training_images/93.jpg,26.627146
94,data/training_images/94.jpg,26.569781
95,data/training_images/95.jpg,26.564525
96,data/training_images/96.jpg,26.577363
97,data/training_images/97.jpg,26.535204
98,data/training_images/98.jpg,26.541647
99,data/training_images/99.jpg,26.529513
100,data/training_images/100.jpg,26.501939
101,data/training_images/101.jpg,26.50846
102,data/training_images/102.jpg,26.456369
103,data/training_images/103.jpg,26.460903
104,data/training_images/104.jpg,26.447106
105,data/training_images/105.jpg,26.444679
106,data/training_images/106.jpg,26.432169
107,data/training_images/107.jpg,26.348981
108,data/training_images/108.jpg,26.368428
109,data/training_images/109.jpg,26.328696
110,data/training_images/110.jpg,26.287243
111,data/training_images/111.jpg,26.286672
112,data/training_images/112.jpg,26.273133
113,data/training_images/113.jpg,26.258781
114,data/training_images/114.jpg,26.26402
115,data/training_images/115.jpg,26.216485
116,data/training_images/116.jpg,26.229105
117,data/training_images/117.jpg,26.205432
118,data/training_images/118.jpg,26.184952
119,data/training_images/119.jpg,26.187712
120,data/training_images/120.jpg,26.163657
121,data/training_images/121.jpg,26.115078
122,data/training_images/122.jpg,26.115793
123,data/training_images/123.jpg,26.106916
124,data/training_images/124.jpg,26.093713
125,data/training_images/125.jpg,26.026723
126,data/training_images/126.jpg,26.059682
127,data/training_images/127.jpg,26.043513
128,data/training_images/128.jpg,26.026975
129,data/training_images/129.jpg,26.036413
130,data/training_images/130.jpg,25.985965
131,data/training_images/131.jpg,25.882752
132,data/training_images/132.jpg,25.848527
133,data/training_images/133.jpg,25.92309
134,data/training_images/134.jpg,25.898218
135,data/training_images/135.jpg,25.936657
136,data/training_images/136.jpg,25.889446
137,data/training_images/137.jpg,25.881018
138,data/training_images/138.jpg,25.883611
139,data/training_images/139.jpg,25.838685
140,data/training_images/140.jpg,25.837266
141,data/training_images/141.jpg,25.76013
142,data/training_images/142.jpg,25.72661
143,data/training_images/143.jpg,25.705029
144,data/training_images/144.jpg,25.69282
145,data/training_images/145.jpg,25.694555
146,data/training_images/146.jpg,25.715744
147,data/training_images/147.jpg,25.721072
148,data/training_images/148.jpg,25.71009
149,data/training_images/149.jpg,25.675076
150,data/training_images/150.jpg,25.690365
151,data/training_images/151.jpg,25.659273
152,data/training_images/152.jpg,25.588452
153,data/training_images/153.jpg,25.587607
154,data/training_images/154.jpg,25.605106
155,data/training_images/155.jpg,25.546981
156,data/training_images/156.jpg,25.561611
157,data/training_images/157.jpg,25.520048
158,data/training_images/158.jpg,25.512851
159,data/training_images/159.jpg,25.535949
160,data/training_images/160.jpg,25.466815
161,data/training_images/161.jpg,25.468195
162,data/training_images/162.jpg,25.442955
163,data/training_images/163.jpg,25.43467
164,data/training_images/164.jpg,25.415651
165,data/training_images/165.jpg,25.376169
166,data/training_images/166.jpg,25.380297
167,data/training_images/167.jpg,25.31671
168,data/training_images/168.jpg,25.308004
169,data/training_images/169.jpg,25.307879
170,data/training_images/170.jpg,25.25791
171,data/training_images/171.jpg,25.234153
172,data/training_images/172.jpg,25.234548
173,data/training_images/173.jpg,25.16456
174,data/training_images/174.jpg,25.155528
175,data/training_images/175.jpg,25.124563
176,data/training_images/176.jpg,25.05188
177,data/training_images/177.jpg,25.069608
178,data/training_images/178.jpg,24.984767
179,data/training_images/179.jpg,24.967705
180,data/training_images/180.jpg,24.989188
181,data/training_images/181.jpg,24.92012
182,data/training_images/182.jpg,24.878731
183,data/training_images/183.jpg,24.78153
184,data/training_images/184.jpg,24.813369
185,data/training_images/185.jpg,24.765025
186,data/training_images/186.jpg,24.703236
187,data/training_images/187.jpg,24.719001
188,data/training_images/188.jpg,24.616928
189,data/training_images/189.jpg,24.599527
190,data/training_images/190.jpg,24.583681
191,data/training_images/191.jpg,24.478286
192,data/training_images/192.jpg,24.44661
193,data/training_images/193.jpg,24.425899
194,data/training_images/194.jpg,24.334192
195,data/training_images/195.jpg,24.277394
196,data/training_images/196.jpg,24.243752
197,data/training_images/197.jpg,24.166103
198,data/training_images/198.jpg,24.169954
199,data/training_images/199.jpg,24.066184
200,data/training_images/200.jpg,24.031755
201,data/training_images/201.jpg,24.00579
202,data/training_images/202.jpg,23.927473
203,data/training_images/203.jpg,23.890764
204,data/training_images/204.jpg,23.798889
205,data/training_images/205.jpg,23.841604
206,data/training_images/206.jpg,23.759881
207,data/training_images/207.jpg,23.71539
208,data/training_images/208.jpg,23.748295
209,data/training_images/209.jpg,23.647204
210,data/training_images/210.jpg,23.596707
211,data/training_images/211.jpg,23.584715
212,data/training_images/212.jpg,23.55405
213,data/training_images/213.jpg,23.472504
214,data/training_images/214.jpg,23.504016
215,data/training_images/215.jpg,23.379037
216,data/training_images/216.jpg,23.358512
217,data/training_images/217.jpg,23.260696
218,data/training_images/218.jpg,23.247885
219,data/training_images/219.jpg,23.215724
220,data/training_images/220.jpg,23.145633
221,data/training_images/221.jpg,23.102612
222,data/training_images/222.jpg,23.045069
223,data/training_images/223.jpg,23.051338
224,data/training_images/224.jpg,23.015295
225,data/training_images/225.jpg,22.881877
226,data/training_images/226.jpg,22.915834
227,data/training_images/227.jpg,22.857471
228,data/training_images/228.jpg,22.757829
229,data/training_images/229.jpg,22.801015
230,data/training_images/230.jpg,22.703557
231,data/training_images/231.jpg,22.632107
232,data/training_images/232.jpg,22.650746
233,data/training_images/233.jpg,22.539414
234,data/training_images/234.jpg,22.495062
235,data/training_images/235.jpg,22.497131
236,data/training_images/236.jpg,22.412535
237,data/training_images/237.jpg,22.305346
238,data/training_images/238.jpg,22.266352
239,data/training_images/239.jpg,22.274608
240,data/training_images/240.jpg,22.213149
241,data/training_images/241.jpg,22.111782
242,data/training_images/242.jpg,22.098621
243,data/training_images/243.jpg,22.023265
244,data/training_images/244.jpg,21.9876
245,data/training_images/245.jpg,21.96738
246,data/training_images/246.jpg,21.867499
247,data/training_images/247.jpg,21.878563
248,data/training_images/248.jpg,21.830777
249,data/training_images/249.jpg,21.724761
250,data/training_images/250.jpg,21.720484
251,data/training_images/251.jpg,21.682866
252,data/training_images/252.jpg,21.565654
253,data/training_images/253.jpg,21.630614
254,data/training_images/254.jpg,21.522918
255,data/training_images/255.jpg,21.49305
256,data/training_images/256.jpg,21.502722
257,data/training_images/257.jpg,21.393423
258,data/training_images/258.jpg,21.312005
259,data/training_images/259.jpg,21.256784
260,data/training_images/260.jpg,21.283194
261,data/training_images/261.jpg,21.170907
262,data/training_images/262.jpg,21.128252
263,data/training_images/263.jpg,21.108952
264,data/training_images/264.jpg,21.026714
265,data/training_images/265.jpg,20.997039
266,data/training_images/266.jpg,21.006357
267,data/training_images/267.jpg,20.969367
268,data/training_images/268.jpg,20.944717
269,data/training_images/269.jpg,20.942738
270,data/training_images/270.jpg,20.863276
271,data/training_images/271.jpg,20.872582
272,data/training_images/272.jpg,20.858857
273,data/training_images/273.jpg,20.820238
274,data/training_images/274.jpg,20.823964
275,data/training_images/275.jpg,20.751848
276,data/training_images/276.jpg,20.723851
277,data/training_images/277.jpg,20.729127
278,data/training_images/278.jpg,20.679543
279,data/training_images/279.jpg,20.582223
280,data/training_images/280.jpg,20.543176
281,data/training_images/281.jpg,20.562831
282,data/training_images/282.jpg,20.485892
283,data/training_images/283.jpg,20.365818
284,data/training_images/284.jpg,20.3791
285,data/training_images/285.jpg,20.319317
286,data/training_images/286.jpg,20.222046
287,data/training_images/287.jpg,20.281935
288,data/training_images/288.jpg,20.160613
289,data/training_images/289.jpg,20.137914
290,data/training_images/290.jpg,20.138333
291,data/training_images/291.jpg,20.02506
292,data/training_images/292.jpg,19.992256
293,data/training_images/293.jpg,19.911347
294,data/training_images/294.jpg,19.882995
295,data/training_images/295.jpg,19.877321
296,data/training_images/296.jpg,19.715738
297,data/training_images/297.jpg,19.649489
298,data/training_images/298.jpg,19.60541
299,data/training_images/299.jpg,19.547851
300,data/training_images/300.jpg,19.452522
301,data/training_images/301.jpg,19.356058
302,data/training_images/302.jpg,19.341933
303,data/training_images/303.jpg,19.290832
304,data/training_images/304.jpg,19.110332
305,data/training_images/305.jpg,19.19085
306,data/training_images/306.jpg,19.113866
307,data/training_images/307.jpg,19.037851
308,data/training_images/308.jpg,18.990706
309,data/training_images/309.jpg,18.896681
310,data/training_images/310.jpg,18.732623
311,data/training_images/311.jpg,18.742782
312,data/training_images/312.jpg,18.593645
313,data/training_images/313.jpg,18.517665
314,data/training_images/314.jpg,18.425153
315,data/training_images/315.jpg,18.414805
316,data/training_images/316.jpg,18.345416
317,data/training_images/317.jpg,18.296095
318,data/training_images/318.jpg,18.280873
319,data/training_images/319.jpg,18.215723
320,data/training_images/320.jpg,18.199875
321,data/training_images/321.jpg,18.170798
322,data/training_images/322.jpg,18.120178
323,data/training_images/323.jpg,18.114072
324,data/training_images/324.jpg,18.101441
325,data/training_images/325.jpg,18.026191
326,data/training_images/326.jpg,18.033098
327,data/training_images/327.jpg,17.985449
328,data/training_images/328.jpg,17.974486
329,data/training_images/329.jpg,17.978176
330,data/training_images/330.jpg,17.926244
331,data/training_images/331.jpg,17.895649
332,data/training_images/332.jpg,17.904253
333,data/training_images/333.jpg,17.900632
334,data/training_images/334.jpg,17.870866
335,data/training_images/335.jpg,17.906272
336,data/training_images/336.jpg,17.91078
337,data/training_images/337.jpg,17.885157
338,data/training_images/338.jpg,17.870561
339,data/training_images/339.jpg,17.859622
340,data/training_images/340.jpg,17.83511
341,data/training_images/341.jpg,17.82089
342,data/training_images/342.jpg,17.817578
343,data/training_images/343.jpg,17.776329
344,data/training_images/344.jpg,17.773368
345,data/training_images/345.jpg,17.756399
346,data/training_images/346.jpg,17.740411
347,data/training_images/347.jpg,17.750502
348,data/training_images/348.jpg,17.713229
349,data/training_images/349.jpg,17.720286
350,data/training_images/350.jpg,17.707938
351,data/training_images/351.jpg,17.701258
352,data/training_images/352.jpg,17.701865
353,data/training_images/353.jpg,17.694371
354,data/training_images/354.jpg,17.632586
355,data/training_images/355.jpg,17.586225
356,data/training_images/356.jpg,17.526406
357,data/training_images/357.jpg,17.544085
358,data/training_images/358.jpg,17.502712
359,data/training_images/359.jpg,17.451329
360,data/training_images/360.jpg,17.48443
361,data/training_images/361.jpg,17.416052
362,data/training_images/362.jpg,17.388921
363,data/training_images/363.jpg,17.397132
364,data/training_images/364.jpg,17.321062
365,data/training_images/365.jpg,17.293555
366,data/training_images/366.jpg,17.280179
367,data/training_images/367.jpg,17.215
368,data/training_images/368.jpg,17.198205
369,data/training_images/369.jpg,17.177024
370,data/training_images/370.jpg,17.144791
371,data/training_images/371.jpg,17.13578
372,data/training_images/372.jpg,17.106082
373,data/training_images/373.jpg,17.040895
374,data/training_images/374.jpg,17.066623
375,data/training_images/375.jpg,17.007221
376,data/training_images/376.jpg,16.965812
377,data/training_images/377.jpg,16.902998
378,data/training_images/378.jpg,16.927943
379,data/training_images/379.jpg,16.876896
380,data/training_images/380.jpg,16.82764
381,data/training_images/381.jpg,16.852029
382,data/training_images/382.jpg,16.776187
383,data/training_images/383.jpg,16.727212
384,data/training_images/384.jpg,16.748829
385,data/training_images/385.jpg,16.660815
386,data/training_images/386.jpg,16.658419
387,data/training_images/387.jpg,16.651665
388,data/training_images/388.jpg,16.622098
389,data/training_images/389.jpg,16.596606
390,data/training_images/390.jpg,16.54733
391,data/training_images/391.jpg,16.525286
392,data/training_images/392.jpg,16.507766
393,data/training_images/393.jpg,16.454513
394,data/training_images/394.jpg,16.436982
395,data/training_images/395.jpg,16.428845
396,data/training_images/396.jpg,16.363859
397,data/training_images/397.jpg,16.348094
398,data/training_images/398.jpg,16.282683
399,data/training_images/399.jpg,16.296509
400,data/training_images/400.jpg,16.271328
401,data/training_images/401.jpg,16.174741
402,data/training_images/402.jpg,16.214317
403,data/training_images/403.jpg,16.157124
404,data/training_images/404.jpg,16.102732
405,data/training_images/405.jpg,16.106655
406,data/training_images/406.jpg,16.086453
407,data/training_images/407.jpg,16.049456
408,data/training_images/408.jpg,16.051216
409,data/training_images/409.jpg,16.007865
410,data/training_images/410.jpg,15.951593
411,data/training_images/411.jpg,15.894406
412,data/training_images/412.jpg,15.883973
413,data/training_images/413.jpg,15.869272
414,data/training_images/414.jpg,15.811602
415,data/training_images/415.jpg,15.794933
416,data/training_images/416.jpg,15.745741
417,data/training_images/417.jpg,15.726425
418,data/training_images/418.jpg,15.720598
419,data/training_images/419.jpg,15.675835
420,data/training_images/420.jpg,15.673611
421,data/training_images/421.jpg,15.655756
422,data/training_images/422.jpg,15.627181
423,data/training_images/423.jpg,15.646816
424,data/training_images/424.jpg,15.602119
425,data/training_images/425.jpg,15.579875
426,data/training_images/426.jpg,15.594948
427,data/training_images/427.jpg,15.577295
428,data/training_images/428.jpg,15.555608
429,data/training_images/429.jpg,15.61862
430,data/training_images/430.jpg,15.596103
431,data/training_images/431.jpg,15.598693
432,data/training_images/432.jpg,15.638159
433,data/training_images/433.jpg,15.65641
434,data/training_images/434.jpg,15.578146
435,data/training_images/435.jpg,15.531089
436,data/training_images/436.jpg,15.530522
437,data/training_images/437.jpg,15.542079
438,data/training_images/438.jpg,15.542342
439,data/training_images/439.jpg,15.529362
440,data/training_images/440.jpg,15.544828
441,data/training_images/441.jpg,15.548348
442,data/training_images/442.jpg,15.545864
443,data/training_images/443.jpg,15.558583
444,data/training_images/444.jpg,15.567834
445,data/training_images/445.jpg,15.552205
446,data/training_images/446.jpg,15.617641
447,data/training_images/447.jpg,15.614487
448,data/training_images/448.jpg,15.604403
449,data/training_images/449.jpg,15.64943
450,data/training_images/450.jpg,15.630264
451,data/training_images/451.jpg,15.649289
452,data/training_images/452.jpg,15.701191
453,data/training_images/453.jpg,15.705422
454,data/training_images/454.jpg,15.687132
455,data/training_images/455.jpg,15.726955
456,data/training_images/456.jpg,15.757108
457,data/training_images/457.jpg,15.768657
458,data/training_images/458.jpg,15.780862
459,data/training_images/459.jpg,15.830419
460,data/training_images/460.jpg,15.82317
461,data/training_images/461.jpg,15.838748
462,data/training_images/462.jpg,15.875624
463,data/training_images/463.jpg,15.868013
464,data/training_images/464.jpg,15.929014
465,data/training_images/465.jpg,15.93642
466,data/training_images/466.jpg,15.963043
467,data/training_images/467.jpg,15.997256
468,data/training_images/468.jpg,16.000294
469,data/training_images/469.jpg,16.048715
470,data/training_images/470.jpg,16.071336
471,data/training_images/471.jpg,16.073721
472,data/training_images/472.jpg,16.103754
473,data/training_images/473.jpg,16.145752
474,data/training_images/474.jpg,16.162403
475,data/training_images/475.jpg,16.159864
476,data/training_images/476.jpg,16.178023
477,data/training_images/477.jpg,16.236986
478,data/training_images/478.jpg,16.22146
479,data/training_images/479.jpg,16.217188
480,data/training_images/480.jpg,16.278296
481,data/training_images/481.jpg,16.2548
482,data/training_images/482.jpg,16.298243
483,data/training_images/483.jpg,16.339359
484,data/training_images/484.jpg,16.321399
485,data/training_images/485.jpg,16.359128
486,data/training_images/486.jpg,16.382156
487,data/training_images/487.jpg,16.423409
488,data/training_images/488.jpg,16.417712
489,data/training_images/489.jpg,16.443979
490,data/training_images/490.jpg,16.460496
491,data/training_images/491.jpg,16.451782
492,data/training_images/492.jpg,16.457459
493,data/training_images/493.jpg,16.487735
494,data/training_images/494.jpg,16.488839
495,data/training_images/495.jpg,16.512347
496,data/training_images/496.jpg,16.482478
497,data/training_images/497.jpg,16.518075
498,data/training_images/498.jpg,16.514661
499,data/training_images/499.jpg,16.517764
500,data/training_images/500.jpg,16.53188
501,data/training_images/501.jpg,16.526951
502,data/training_images/502.jpg,16.555249
503,data/training_images/503.jpg,16.520121
504,data/training_images/504.jpg,16.548351
505,data/training_images/505.jpg,16.556675
506,data/training_images/506.jpg,16.538771
507,data/training_images/507.jpg,16.568003
508,data/training_images/508.jpg,16.54449
509,data/training_images/509.jpg,16.535499
510,data/training_images/510.jpg,16.561499
511,data/training_images/511.jpg,16.54219
512,data/training_images/512.jpg,16.543448
513,data/training_images/513.jpg,16.557562
514,data/training_images/514.jpg,16.566169
515,data/training_images/515.jpg,16.556605
516,data/training_images/516.jpg,16.570418
517,data/training_images/517.jpg,16.580516
518,data/training_images/518.jpg,16.562177
519,data/training_images/519.jpg,16.577028
520,data/training_images/520.jpg,16.572893
521,data/training_images/521.jpg,16.590643
522,data/training_images/522.jpg,16.614449
523,data/training_images/523.jpg,16.620514
524,data/training_images/524.jpg,16.636675
525,data/training_images/525.jpg,16.645457
526,data/training_images/526.jpg,16.611129
527,data/training_images/527.jpg,16.657846
528,data/training_images/528.jpg,16.645958
529,data/training_images/529.jpg,16.707041
530,data/training_images/530.jpg,16.674124
531,data/training_images/531.jpg,16.677512
532,data/training_images/532.jpg,16.72172
533,data/training_images/533.jpg,16.739936
534,data/training_images/534.jpg,16.751187
535,data/training_images/535.jpg,16.790234
536,data/training_images/536.jpg,16.783236
537,data/training_images/537.jpg,16.812558
538,data/training_images/538.jpg,16.835089
539,data/training_images/539.jpg,16.825195
540,data/training_images/540.jpg,16.837534
541,data/training_images/541.jpg,16.843719
542,data/training_images/542.jpg,16.860487
543,data/training_images/543.jpg,16.87656
544,data/training_images/544.jpg,16.884602
545,data/training_images/545.jpg,16.913861
546,data/training_images/546.jpg,16.92298
547,data/training_images/547.jpg,16.896026
548,data/training_images/548.jpg,16.974919
549,data/training_images/549.jpg,16.964687
550,data/training_images/550.jpg,17.006133
551,data/training_images/551.jpg,16.97485
552,data/training_images/552.jpg,17.015042
553,data/training_images/553.jpg,17.026478
554,data/training_images/554.jpg,17.023531
555,data/training_images/555.jpg,17.050935
556,data/training_images/556.jpg,17.062122
557,data/training_images/557.jpg,17.063496
558,data/training_images/558.jpg,17.118941
559,data/training_images/559.jpg,17.116624
560,data/training_images/560.jpg,17.11207
561,data/training_images/561.jpg,17.14581
562,data/training_images/562.jpg,17.159537
563,data/training_images/563.jpg,17.154466
564,data/training_images/564.jpg,17.171054
565,data/training_images/565.jpg,17.179673
566,data/training_images/566.jpg,17.222761
567,data/training_images/567.jpg,17.224564
568,data/training_images/568.jpg,17.223354
569,data/training_images/569.jpg,17.223373
570,data/training_images/570.jpg,17.26071
571,data/training_images/571.jpg,17.290239
572,data/training_images/572.jpg,17.268331
573,data/training_images/573.jpg,17.2535
574,data/training_images/574.jpg,17.294589
575,data/training_images/575.jpg,17.291935
576,data/training_images/576.jpg,17.326415
577,data/training_images/577.jpg,17.319426
578,data/training_images/578.jpg,17.317434
579,data/training_images/579.jpg,17.333616
580,data/training_images/580.jpg,17.330645
581,data/training_images/581.jpg,17.309512
582,data/training_images/582.jpg,17.342974
583,data/training_images/583.jpg,17.35345
584,data/training_images/584.jpg,17.345175
585,data/training_images/585.jpg,17.355721
586,data/training_images/586.jpg,17.358381
587,data/training_images/587.jpg,17.384412
588,data/training_images/588.jpg,17.37385
589,data/training_images/589.jpg,17.37227
590,data/training_images/590.jpg,17.370947
591,data/training_images/591.jpg,17.378427
592,data/training_images/592.jpg,17.375183
593,data/training_images/593.jpg,17.373487
594,data/training_images/594.jpg,17.378253
595,data/training_images/595.jpg,17.392385
596,data/training_images/596.jpg,17.373938
597,data/training_images/597.jpg,17.381478
598,data/training_images/598.jpg,17.376368
599,data/training_images/599.jpg,17.385073
600,data/training_images/600.jpg,17.37385
601,data/training_images/601.jpg,17.381336
602,data/training_images/602.jpg,17.377884
603,data/training_images/603.jpg,17.380602
604,data/training_images/604.jpg,17.383297
605,data/training_images/605.jpg,17.387647
606,data/training_images/606.jpg,17.385992
607,data/training_images/607.jpg,17.38218
608,data/training_images/608.jpg,17.372289
609,data/training_images/609.jpg,17.382248
610,data/training_images/610.jpg,17.375353
611,data/training_images/611.jpg,17.390186
612,data/training_images/612.jpg,17.379182
613,data/training_images/613.jpg,17.38246
614,data/training_images/614.jpg,17.380332
615,data/training_images/615.jpg,17.389412
616,data/training_images/616.jpg,17.387074
617,data/training_images/617.jpg,17.393268
618,data/training_images/618.jpg,17.380472
619,data/training_images/619.jpg,17.384893
620,data/training_images/620.jpg,17.373103
621,data/training_images/621.jpg,17.385309
622,data/training_images/622.jpg,17.38307
623,data/training_images/623.jpg,17.391201
624,data/training_images/624.jpg,17.404724
625,data/training_images/625.jpg,17.404062
626,data/training_images/626.jpg,17.403852
627,data/training_images/627.jpg,17.404158
628,data/training_images/628.jpg,17.40633
629,data/training_images/629.jpg,17.395276
630,data/training_images/630.jpg,17.387772
631,data/training_images/631.jpg,17.386512
632,data/training_images/632.jpg,17.400358
633,data/training_images/633.jpg,17.389369
634,data/training_images/634.jpg,17.395267
635,data/training_images/635.jpg,17.38702
636,data/training_images/636.jpg,17.393792
637,data/training_images/637.jpg,17.404562
638,data/training_images/638.jpg,17.401751
639,data/training_images/639.jpg,17.395766
640,data/training_images/640.jpg,17.406964
641,data/training_images/641.jpg,17.386298
642,data/training_images/642.jpg,17.420158
643,data/training_images/643.jpg,17.474613
644,data/training_images/644.jpg,17.446048
645,data/training_images/645.jpg,17.445287
646,data/training_images/646.jpg,17.527802
647,data/training_images/647.jpg,17.494453
648,data/training_images/648.jpg,17.542953
649,data/training_images/649.jpg,17.521034
650,data/training_images/650.jpg,17.546914
651,data/training_images/651.jpg,17.555158
652,data/training_images/652.jpg,17.604875
653,data/training_images/653.jpg,17.675381
654,data/training_images/654.jpg,17.663558
655,data/training_images/655.jpg,17.700915
656,data/training_images/656.jpg,17.767309
657,data/training_images/657.jpg,17.745582
658,data/training_images/658.jpg,17.786492
659,data/training_images/659.jpg,17.821049
660,data/training_images/660.jpg,17.890929
661,data/training_images/661.jpg,17.963418
662,data/training_images/662.jpg,17.976169
663,data/training_images/663.jpg,18.0802
664,data/training_images/664.jpg,18.066455
665,data/training_images/665.jpg,18.119991
666,data/training_images/666.jpg,18.188557
667,data/training_images/667.jpg,18.266248
668,data/training_images/668.jpg,18.341597
669,data/training_images/669.jpg,18.327987
670,data/training_images/670.jpg,18.392398
671,data/training_images/671.jpg,18.497652
672,data/training_images/672.jpg,18.488852
673,data/training_images/673.jpg,18.548176
674,data/training_images/674.jpg,18.66342
675,data/training_images/675.jpg,18.656165
676,data/training_images/676.jpg,18.717218
677,data/training_images/677.jpg,18.847604
678,data/training_images/678.jpg,18.802266
679,data/training_images/679.jpg,18.887023
680,data/training_images/680.jpg,18.991404
681,data/training_images/681.jpg,19.059908
682,data/training_images/682.jpg,19.077223
683,data/training_images/683.jpg,19.112356
684,data/training_images/684.jpg,19.221734
685,data/training_images/685.jpg,19.216901
686,data/training_images/686.jpg,19.268927
687,data/training_images/687.jpg,19.404083
688,data/training_images/688.jpg,19.401162
689,data/training_images/689.jpg,19.485605
690,data/training_images/690.jpg,19.508945
691,data/training_images/691.jpg,19.542924
692,data/training_images/692.jpg,19.660117
693,data/training_images/693.jpg,19.668178
694,data/training_images/694.jpg,19.723249
695,data/training_images/695.jpg,19.772587
696,data/training_images/696.jpg,19.758959
697,data/training_images/697.jpg,19.868049
698,data/training_images/698.jpg,19.912902
699,data/training_images/699.jpg,19.904911
700,data/training_images/700.jpg,19.980942
701,data/training_images/701.jpg,20.033577
702,data/training_images/702.jpg,19.978869
703,data/training_images/703.jpg,19.984424
704,data/training_images/704.jpg,20.049583
705,data/training_images/705.jpg,20.179338
706,data/training_images/706.jpg,20.199063
707,data/training_images/707.jpg,20.194065
708,data/training_images/708.jpg,20.241186
709,data/training_images/709.jpg,20.231926
710,data/training_images/710.jpg,20.245507
711,data/training_images/711.jpg,20.281187
712,data/training_images/712.jpg,20.286342
713,data/training_images/713.jpg,20.3473
714,data/training_images/714.jpg,20.353191
715,data/training_images/715.jpg,20.369883
716,data/training_images/716.jpg,20.413796
717,data/training_images/717.jpg,20.41612
718,data/training_images/718.jpg,20.467355
719,data/training_images/719.jpg,20.479317
720,data/training_images/720.jpg,20.484872
721,data/training_images/721.jpg,20.56655
722,data/training_images/722.jpg,20.579292
723,data/training_images/723.jpg,20.624977
724,data/training_images/724.jpg,20.630964
725,data/training_images/725.jpg,20.660393
726,data/training_images/726.jpg,20.713403
727,data/training_images/727.jpg,20.682495
728,data/training_images/728.jpg,20.770802
729,data/training_images/729.jpg,20.784335
730,data/training_images/730.jpg,20.762694
731,data/training_images/731.jpg,20.856346
732,data/training_images/732.jpg,20.871036
733,data/training_images/733.jpg,20.886284
734,data/training_images/734.jpg,20.94741
